Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
1357;;MARQUESINA MOD XXI 5-M REDUCIDA;FUENCARRAL-EL PARDO;CARDENAL HERRERA ORIA;AV;242;ESQ COLEGIO LA SABLE;CTRA DEL PARDO;CARDENAL HERRERA ORIA, AV. Nº242 (1ª MAR) ESQ.COLEGIO LA SABLE CTRA DEL PARDO;439169;4481717;SI;49, 64, 83, 133;439059,631;4481509,564;-3.719008208;40.48213444
1365;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;MONFORTE DE LEMOS;AV;0;FTE  Nº 129;AV BETANZOS;MONFORTE DE LEMOS, AV Nº0  FTE  Nº 129 AV BETANZOS;439849,4063;4481276,5;SI;49, 83, 128, 132, 137, N22;439740,03;4481069,055;-3.710939033;40.47821584
1367;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;MONFORTE DE LEMOS;AV;0;FTE  Nº 115;AVD DE BETANZOS;MONFORTE DE LEMOS, AV Nº0 FRENTE AL Nº 115  AVD DE BETANZOS;440038,4375;4481325,5;SI;49, 83, 128, 132, 137, N22;439929,061;4481118,053;-3.708713617;40.47867092
1374;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;NARCIS MONTURIOL;CALLE;22;ESQ C/SANGENJO;C/SANGENJO;NARCIS MONTURIOL, CALLE Nº22 ESQ C/SANGENJO C/SANGENJO;440760,8125;4482023;SI;67, 83;440651,436;4481815,548;-3.700256684;40.48500613
1377;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;FERMIN CABALLERO;CALLE;0;FRENTE Nº9;ISLA TABARCA;FERMIN CABALLERO, CALLE Nº0 FRENTE Nº9 ISLA TABARCA;440748;4482218;SI;67, 83;440638,624;4482010,549;-3.700426081;40.48676184
1378;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;PATONES;CALLE;;ESQ C/ SANGENJO;C/ SANGENJO;PATONES,CALLE Nº ESQ C/ SANGENJO C/ SANGENJO;440504,875;4481997,5;SI;83;440395,499;4481790,05;-3.703273959;40.48475811
1380;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;ANTONIO LOPEZ AGUADO;CALLE;0;ANTES DEL Nº 16-18-20;C/ FINESTERRE;ANTONIO LOPEZ AGUADO,CALLE Nº0 ANTES DEL Nº 16-18-20 C/ FINESTERRE;440589,125;4481696,5;SI;83, 132;440479,747;4481489,048;-3.702251732;40.48205262
1382;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;BRAVO MURILLO;CALLE;79;ESQ C/ RAMIRO II;GTA DE QUEVEDO;BRAVO MURILLO, CALLE Nº79 ESQ C/ RAMIRO II GTA DE QUEVEDO;440386;4477418;SI;3, 37, 149;440276,601;4477210,534;-3.704246246;40.44349563
1383;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;BRAVO MURILLO;CALLE;47;FTE Nº 38;GTA DE QUEVEDO;BRAVO MURILLO, CALLE Nº47 FTE Nº 38 GTA DE QUEVEDO;440373,2188;4476836,5;SI;37, 149, N23;440263,818;4476629,033;-3.704342372;40.43825631
1384;;MARQUESINA MOD XXI 4-M REDUCIDA ;CHAMBERI;BRAVO MURILLO;CALLE;29;ESQ C/ DONOSO CORTES;GTA QUEVEDO;BRAVO MURILLO, CALLE Nº29 ESQ C/ DONOSO CORTES GTA QUEVEDO;440364;4476666;SI;37, 149;440254,599;4476458,533;-3.70443506;40.43671971
1393;;MARQUESINA MOD XXI 4-M STD;CENTRO;SALESAS (DE LAS);PZA;0;FTE Nº 8;C/ FERNANDO VI;SALESAS (DE LAS), PZA Nº0 FTE Nº 8 C/ FERNANDO VI;441178;4475265;SI;37;441068,59;4475057,523;-3.694708322;40.42415684
1397;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;SANTA ENGRACIA;CALLE;112;ESQ C/ BRETON DE LOS HERREROS;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº112 ESQ C/ BRETON DE LOS HERREROS CUATRO CAMINOS;440698;4476980;SI;3, 37, 149, N23;440588,598;4476772,53;-3.700526503;40.43957225
1398;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMBERI;SANTA ENGRACIA;CALLE;128;-;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº128 - CUATRO CAMINOS;440617;4477235;SI;3, 37, 149, N23;440507,599;4477027,531;-3.701505371;40.44186362
1399;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMBERI;SANTA ENGRACIA;CALLE;142;ESQ C/ MARIA DE GUZMAN;CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº142 ESQ C/ MARIA DE GUZMAN CUATRO CAMINOS;440531;4477495;SI;3, 37, 45, 149;440421,6;4477287,533;-3.702543732;40.44419967
1403;;MARQUESINA MOD XXI 5-M STD;RETIRO;CIUDAD DE BARCELONA;AV;1;FTE Nº 6 (2 MARQUESINA);GTA CARLOS V;CIUDAD DE BARCELONA, AV Nº1  FTE Nº 6 (2 MARQUESINA) GTA CARLOS V;441990;4473218;SI;24, 37, 54, 57, 141;441880,58;4473010,514;-3.6849499;40.40577345
1407;;MARQUESINA MOD XXI 4-M STD;RETIRO;CIUDAD DE BARCELONA;AV;49;-;GTA CARLOS V;CIUDAD DE BARCELONA, AV Nº49 - GTA CARLOS V;442571;4472931;SI;24, 37, 54, 57, 141;442461,575;4472723,506;-3.67807711;40.40322829
1408;;MARQUESINA MOD XXI 5-M REDUCIDA;RETIRO;CIUDAD DE BARCELONA;AV;180;-;-;CIUDAD DE BARCELONA, AV Nº180 - -;442793;4472740;SI;24, 37, 54, 57, 141, N10, N25;442683,573;4472532,502;-3.675443843;40.40152294
1413;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMBERI;PRESIDENTE Gª MORENO;GTA;2;JTO COLEGIO MAYOR;REINA VICTORIA;PRESIDENTE Gª MORENO, GTA Nº2 JTO COLEGIO MAYOR REINA VICTORIA;439501,4375;4477681;SI;45;439392,047;4477473,545;-3.714701327;40.44580093
1415;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;REINA VICTORIA;AV;41;ESQ C/ GENERAL IBAÑEZ IBERO;CUATRO CAMINOS;REINA VICTORIA, AVD Nº41 ESQ C/ GENERAL IBAÑEZ IBERO CUATRO CAMINOS;439808,6875;4477773,5;SI;45, C1, F;439699,295;4477566,042;-3.711087133;40.44665652
1418;;MARQUESINA MOD XXI 5-M STD;TETUAN;REINA VICTORIA;AV;24;JTO A CRUZ ROJA;C/ BEATRIZ BOBADILLA;REINA VICTORIA, AVD Nº24 JTO A CRUZ ROJA C/ BEATRIZ BOBADILLA;440097,3125;4477844;SI;45, 127, C2, F;439987,918;4477636,539;-3.707690393;40.44731246
1419;;MARQUESINA MOD XXI 5-M REDUCIDA;CHAMBERI;BRAVO MURILLO;CALLE;91;ESQ C/ VIRGEN DE NIEVA;GTA QUEVEDO;BRAVO MURILLO, CALLE Nº91 ESQ C/ VIRGEN DE NIEVA GTA QUEVEDO;440399,2813;4477663;SI;3, 45, 149, N23;440289,883;4477455,535;-3.704112635;40.44570365
1423;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;CRISTOBAL BORDIU;CALLE;40;;;CRISTOBAL BORDIU, 40 ;440948;4477356;SI;45;440838,597;4477148,528;-3.697613825;40.44297722
1424;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;AGUSTIN DE BETHENCOURT;CALLE;3;ESQ C/ CRISTOBAL BORDIU;C/ RIOS ROSAS;AGUSTIN DE BETHENCOURT, CALLE Nº3 ESQ C/ CRISTOBAL BORDIU C/ RIOS ROSAS;441169;4477321;SI;45;441059,595;4477113,526;-3.695004745;40.4426776
1427;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;MANUEL BECERRA;PZA;17;ANT C/ DOCTOR ESQUERDO;DOCTOR ESQUERDO;MANUEL BECERRA, PZA Nº17 ANTES C/ DOCTOR ESQUERDO DOCTOR ESQUERDO;443359;4475628;SI;56, 143, 156, C1;443249,578;4475420,497;-3.669031289;40.42757831
1432;;MARQUESINA MOD XXI 4-M STD;RETIRO;DR. ESQUERDO;CALLE;151;FTE Nº 100;MANUEL BECERRA;DR. ESQUERDO, CALLE Nº151 FTE Nº 100 MANUEL BECERRA;443292,3438;4473789,5;SI;56, 143, 156;443182,917;4473581,996;-3.669653126;40.41101158
1433;;MARQUESINA MOD XXI 5-M STD;RETIRO;DR. ESQUERDO;CALLE;126;FTE AL Nº 171;PZA.CONDE CASAL;DR. ESQUERDO, CALLE Nº126 FRENTE AL Nº 171 PZA.CONDE CASAL;443228,625;4473391,5;SI;56, 143, 156;443119,197;4473183,997;-3.670368578;40.40742184
1434;;MARQUESINA MOD XXI 5-M STD;RETIRO;DR. ESQUERDO;CALLE;173;ESQ PZA CONDE CASAL;PZA MANUEL BECERRA;DR. ESQUERDO, CALLE Nº173 ESQ PZA CONDE CASAL PZA MANUEL BECERRA;443264;4473380;SI;32, 56, 143, 156;443154,572;4473172,496;-3.669950659;40.40732065
1435;;MARQUESINA MOD XXI 4-M STD;RETIRO;DR. ESQUERDO;CALLE;150;ESQ C/ CAVANILLES;AVDA BARCELONA;DR. ESQUERDO, CALLE Nº150 ESQ C/ CAVANILLES AVDA BARCELONA;443030;4473018;SI;10, 56, 156;442920,572;4472810,499;-3.672675932;40.40404357
1436;;MARQUESINA MOD XXI 5-M STD;RETIRO;DR. ESQUERDO;CALLE;187;ESQ C/GARIBAY;PZA MANUEL BECERRA;DR. ESQUERDO, CALLE Nº187 ESQ C/GARIBAY PZA MANUEL BECERRA;443071,375;4473016;SI;56, 156;442961,947;4472808,499;-3.672188175;40.40402838
1440;;MARQUESINA MOD XXI 4-M STD;VILLAVERDE;JUAN J. MTNEZ SECO;CALLE;2;DESP C/ MARIA MARTINEZ ORIOL;C/ CONCEPCION OLIVA;JUAN J. MTNEZ SECO, CALLE Nº2 DESP C/ MARIA MARTINEZ ORIOL C/ CONCEPCION OLIVA;441411,0938;4467222,5;SI;85, 123, N13;441301,628;4467015,004;-3.691220869;40.35172211
1443;;MARQUESINA MOD XXI 5-M STD;VILLAVERDE;JUAN J. MTNEZ SECO;CALLE;0;ESQ TRAVESIA CASCADA;AV ANDALUCIA;JUAN J. MTNEZ SECO, CALLE Nº0 ESQ TRAVESIA CASCADA AV ANDALUCIA;441527,6875;4467233;SI;85, 123;441418,221;4467025,503;-3.689848913;40.35182489
1449;;MARQUESINA MOD XXI 4-M STD;VILLAVERDE;CONCEPCION DE LA OLIVA;CALLE;13;-;J.J.MTNEZ. SECO;CONCEPCION DE LA OLIVA, CALLE Nº13 - J.J.MTNEZ. SECO;442225;4467490;SI;85, 123;442115,532;4467282,497;-3.681661147;40.3541887
1452;;MARQUESINA MOD XXI 4-M STD;LATINA;SAAVEDRA FAJARDO;CALLE;20;ESQ C/ DOÑA URRACA;C/ JUAN TORNERO;SAAVEDRA FAJARDO, CALLE Nº20 ESQ C/ DOÑA URRACA C/ JUAN TORNERO;438598,125;4474093,5;SI;138;438488,727;4473886,044;-3.725006225;40.41341702
1455;;MARQUESINA MOD XXI 4-M STD;LATINA;CARAMUEL;CALLE;31;FTE Nº 32;Pº EXTREMADURA;CARAMUEL, CALLE Nº31 FTE Nº 32 Pº EXTREMADURA;438424;4473767;SI;138, N18;438314,602;4473559,544;-3.72702684;40.4104629
1459;;MARQUESINA MOD XXI 4-M STD;LATINA;MARIA DEL CARMEN;CALLE;68;ESQ C/ SEPULVEDA;C/ SEPULVEDA;MARIA DEL CARMEN, CALLE Nº68 ESQ C/ SEPULVEDA C/ SEPULVEDA;437908,9688;4473227;SI;138, N18;437799,572;4473019,547;-3.733043973;40.40556008
1460;;MARQUESINA MOD XXI 4-M STD;LATINA;SEPULVEDA;CALLE;0;JTO C/ PASTOR MURIEL;Pº ERMITA SANTO;SEPULVEDA, CALLE Nº0 JTO C/ PASTOR MURIEL Pº ERMITA SANTO;437954;4473187;SI;138, N18;437844,603;4472979,546;-3.732509403;40.4052031
1461;;MARQUESINA MOD XXI 4-M STD;LATINA;SEPULVEDA;CALLE;0;FTE C/ GOTARRENDURA;C/ VALMOJADO;SEPULVEDA, CALLE Nº0  FTE C/ GOTARRENDURA C/ VALMOJADO;437573;4473065;SI;138;437463,605;4472857,549;-3.736987302;40.40407559
1469;;MARQUESINA MOD XXI 4-M STD;LATINA;SEPULVEDA;CALLE;0;FTE Nº 129-125;C/ VALMOJADO;SEPULVEDA, CALLE Nº0 FTE Nº 129-125 C/ VALMOJADO;436729,6563;4473107;SI;138;436620,268;4472899,557;-3.746929615;40.40439026
1470;;MARQUESINA MOD XXI 4-M STD;LATINA;SEPULVEDA;CALLE;133;JTO C/ PRADALES;Pº ERMITA SANTO;SEPULVEDA, CALLE Nº133 JTO C/ PRADALES Pº ERMITA SANTO;436619,5;4473060;SI;138, N18;436510,113;4472852,558;-3.748223043;40.40395849
1471;;MARQUESINA MOD XXI 4-M REDUCIDA;LATINA;SEPULVEDA;CALLE;0;FTE Nº 145;C/ VALMOJADO;SEPULVEDA, CALLE Nº0 FTE Nº 145 C/ VALMOJADO;436513,5938;4473043;SI;138, N18;436404,207;4472835,56;-3.749469365;40.40379727
1472;;MARQUESINA MOD XXI 4-M STD;LATINA;SEPULVEDA;CALLE;0;JTO PISTA PATINAJE;C/ VALMOJADO;SEPULVEDA, CALLE Nº0 JTO PISTA PATINAJE C/ VALMOJADO;436249,7813;4472907,5;SI;138;436140,396;4472700,062;-3.752564596;40.40255647
1475;;MARQUESINA MOD XXI 4-M REDUCIDA;LATINA;SEPULVEDA;CALLE;0;FTE Nº 216;Pº ERMITA SANTO;SEPULVEDA, CALLE Nº0 FTE Nº 216 Pº ERMITA SANTO;436083,0625;4472706;SI;138, N18;435973,679;4472498,563;-3.754508962;40.40072849
1479;;MARQUESINA MOD XXI 4-M STD;LATINA;VALMOJADO;CALLE;99;ESQ C/CAMARENA;C/SEPULVEDA;VALMOJADO, CALLE Nº99 ESQ C/CAMARENA C/SEPULVEDA;435782,875;4471997;SI;138;435673,492;4471789,564;-3.757974733;40.39431844
1482;;MARQUESINA MOD XXI 5-M STD;LATINA;VALMOJADO;CALLE;0;FTE Nº 209;METRO ALUCHE;VALMOJADO, CALLE Nº0 FTE Nº 209 METRO ALUCHE;435712,6875;4471480,5;SI;121, 138;435603,304;4471273,062;-3.758749574;40.38966019
1486;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;CASTELLANA;Pº;216;DESP PZA CASTILLA (2ª MQ);M-30;CASTELLANA, Pº Nº216 DESP PZA CASTILLA (2ª MQ) M-30;441738;4480056;SI;66, 124, 147, N24, SE PLAZA CASTILLA - CEMENTERIO FUENCARRAL, T62;441628,606;4479848,529;-3.688546632;40.46735576
1487;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;CASTELLANA;Pº;244;ESQ JOSE VASCONCELOS;M-30;CASTELLANA, Pº Nº244 (2ª MAR) ESQ JOSE VASCONCELOS M-30;441829,7813;4480477;SI;66, 67, 124, 134, 135, 147, 173, 174, 175, 176, 178, N24, SE PLAZA CASTILLA - CEMENTERIO FUENCARRAL, T62;441720,389;4480269,53;-3.687502641;40.47115474
1491;;MARQUESINA MOD XXI 5-M REDUCIDA ;TETUAN;SINESIO DELGADO;CALLE;12;FTE HOSPITAL DEL REY;Pº CASTELLANA;SINESIO DELGADO, CALLE Nº12 FTE HOSPITAL DEL REY Pº CASTELLANA;441456,7188;4480869;SI;147;441347,331;4480661,536;-3.691939493;40.47465982
1495;;MARQUESINA MOD XXI 5-M STD;TETUAN;ASTURIAS;AV;;ESQ. C/ SINESIO DELGADO;PLAZA CASTILLA;ASTURIAS, AV. Nº ESQ. C/ SINESIO DELGADO PLAZA CASTILLA;440619;4480743;SI;42;440509,617;4480535,544;-3.701809975;40.47346527
1497;;MARQUESINA MOD XXI 4-M REDUCIDA;FUENCARRAL-EL PARDO;RIBADAVIA;CALLE;0;JTO COLEGIO GARCIA LORCA;SINESIO DELGADO;RIBADAVIA, CALLE Nº0 JTO COLEGIO GARCIA LORCA SINESIO DELGADO;440381;4480675;SI;42;440271,618;4480467,547;-3.704611135;40.47283565
1498;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;RIBADAVIA;CALLE;27;-;AV BETANZOS;RIBADAVIA, CALLE Nº27 -  AV BETANZOS;440077;4480655;SI;42;439967,62;4480447,55;-3.708195325;40.4726336
1502;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;BETANZOS;AV;21;ESQ C/ CHANTADA;Cº DEL CHORRILLO;BETANZOS, AV. Nº21 ESQ C/ CHANTADA Cº DEL CHORRILLO;439763;4480770;SI;42;439653,622;4480562,554;-3.711910276;40.47364684
1503;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;BETANZOS;AV;0;FTE Nº 37;AV. ILUSTRACION;BETANZOS, AV. Nº0 FTE Nº 37 AV. ILUSTRACION;439821,1875;4480873,5;SI;42, 49, 126, 128, N22;439711,81;4480666,054;-3.711233692;40.47458342
1508;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;BAÑEZA (LA);CALLE;19;FTE. Nº20;AV. BETANZOS;BAÑEZA (LA), CALLE Nº19 FTE. Nº20 AV. BETANZOS;439629,0625;4481067;SI;42;439519,688;4480859,557;-3.713518536;40.4763126
1509;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;BAÑEZA (LA);CALLE;;DESP. AV GANAPANES;C/ CESAR MANRIQUE;BAÑEZA (LA), CALLE Nº FTE Nº 35 C/ ISLA MALAITA;439378;4481024;SI;42, 132, 137;439268,626;4480816,559;-3.716476185;40.47590694
1511;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;BAÑEZA (LA);CALLE;0;FTE Nº 43;C/ ISLA MALAITA;BAÑEZA (LA), CALLE Nº0 FTE Nº 43  C/ ISLA MALAITA;439229;4480985;SI;42, 132, 137;439119,627;4480777,561;-3.718230175;40.47554472
1513;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;CESAR MANRIQUE;CALLE;0;ESQ C/ MALAITA;ANTONIO MACHADO;CESAR MANRIQUE, CALLE Nº0 ESQ C/ MALAITA ANTONIO MACHADO;439004,2188;4480822,5;SI;127, 132, N21;438894,846;4480615,063;-3.720866235;40.47406438
1516;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;CESAR MANRIQUE;CALLE;0;JTO C/ CABRERA;AV ILUSTRACION;CESAR MANRIQUE, CALLE Nº0 JTO C/ CABRERA AV ILUSTRACION;439062;4480635;SI;42, 127, 132, N21;438952,626;4480427,561;-3.720166604;40.47237956
1520;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;DR. RAMON CASTROVIEJO;CALLE;0;ESQ C/ JOAQUIN LORENZO;C/ JOAQUIN LORENZO;DR. RAMON CASTROVIEJO, CALLE Nº0 ESQ C/ JOAQUIN LORENZO C/ JOAQUIN LORENZO;438694;4480790;SI;42, 137;438584,629;4480582,566;-3.724522586;40.47374877
1527;;MARQUESINA MOD XXI 4-M STD;TETUAN;CASTELLANA;Pº;221;DESP. MATILDE LANDA (2 MARQ);PZA DE CASTILLA;CASTELLANA, Pº Nº221 DESP. MATILDE LANDA (2 MARQ) PZA DE CASTILLA;441745,1875;4480460;SI;67, 124, 134, 135, 147, 173, 175, 176, 178, N24;441635,796;4480252,531;-3.688498953;40.47099566
1530;;MARQUESINA MOD XXI 5-M STD;TETUAN;BRAVO MURILLO;CALLE;377;FTE JUZGADOS;CUATRO CAMINOS;BRAVO MURILLO, CALLE Nº377 FTE JUZGADOS  CUATRO CAMINOS;441559;4479891;SI;49, 66, 124;441449,606;4479683,531;-3.69064281;40.46585679
1531;;MARQUESINA MOD XXI 4-M REDUCIDA;TETUAN;BRAVO MURILLO;CALLE;0;JTO JUZGADOS;PZA CASTILLA;BRAVO MURILLO, CALLE Nº0 JTO JUZGADOS PZA CASTILLA;441576,4688;4479855,5;SI;49, 66, 124, 149;441467,075;4479648,031;-3.690433495;40.46553822
1543;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;BETANZOS;AV;0;ESQ C/ CELANOVA;Cº DEL CHORRILLO;BETANZOS, AV. Nº0 ESQ C/ CELANOVA Cº DEL CHORRILLO;439700;4480574;SI;49, 126, 128, N22;439590,622;4480366,554;-3.712634818;40.47187663
1545;;MARQUESINA MOD XXI 5-M REDUCIDA ;FUENCARRAL-EL PARDO;GINZO DE LIMIA;CALLE;0;ESQ AV MONFORTE LEMOS 20 MTS.;PZA MONDOÑEDO;GINZO DE LIMIA, CALLE Nº0 ESQ AV MONFORTE LEMOS 20 MTS. PZA MONDOÑEDO;440385,875;4481477,5;SI;49, 134, N23;440276,497;4481270,05;-3.70462907;40.48006522
1551;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;RAMON GOMEZ DE LA SERNA;CALLE;1;ESQ. AV. CARDENAL HERRERA ORIA;AV.CAR.HERRERA ORIA;RAMON GOMEZ DE LA SERNA, CALLE Nº1 ESQ. AV. CARDENAL HERRERA ORIA AV.CAR.HERRERA ORIA;438754;4481511;SI;49, 67, N20;438644,632;4481303,568;-3.723884438;40.48024821
1568;;MARQUESINA MOD XXI 5-M STD;TETUAN;BRAVO MURILLO;CALLE;122;JTO MERCADO MARAVILLAS;PZA CASTILLA;BRAVO MURILLO, CALLE Nº122  JTO MERCADO MARAVILLAS PZA CASTILLA;440454;4478061;SI;3, 64, 66, 124, 128, N23;440344,604;4477853,536;-3.703504733;40.44929292
1571;;MARQUESINA MOD XXI 4-M STD;TETUAN;BRAVO MURILLO;CALLE;192;ANT C/ MANUEL DE LUNA;PZA CASTILLA;BRAVO MURILLO, CALLE Nº192 ANTES C/ MANUEL DE LUNA PZA CASTILLA;440537;4478681;SI;64, 66, 124, 126, 128, N23;440427,607;4478473,537;-3.702584047;40.45488408
1573;;MARQUESINA MOD XXI 5-M STD;TETUAN;FRANCOS RODRIGUEZ;CALLE;42;ESQ. C/DE LAS MARGARITAS.;ANTONIO MACHADO;FRANCOS RODRIGUEZ, CALLE Nº42 ESQ. C/DE LAS MARGARITAS. ANTONIO MACHADO;440292,8438;4478888;SI;64, 126, 128;440183,453;4478680,541;-3.705482896;40.45673132
1575;;MARQUESINA MOD XXI 5-M STD;TETUAN;FRANCOS RODRIGUEZ;CALLE;72;ESQ C/ GUADALIX;ANTONIO MACHADO;FRANCOS RODRIGUEZ, CALLE Nº72 ESQ C/ GUADALIX ANTONIO MACHADO;439973;4478942;SI;64, 126, 128;439863,612;4478734,545;-3.709260078;40.45719472
1576;;MARQUESINA MOD XXI 5-M STD;TETUAN;FRANCOS RODRIGUEZ;CALLE;0;FTE Nº 84;BRAVO MURILLO;FRANCOS RODRIGUEZ, CALLE Nº0 FTE Nº 84 BRAVO MURILLO;439884;4478966;SI;64, 126, 128;439774,612;4478758,546;-3.710311979;40.45740449
1580;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;FRANCOS RODRIGUEZ;CALLE;77;ESQ C/ PIRINEOS 50 MTS;BRAVO MURILLO;FRANCOS RODRIGUEZ, CALLE Nº77 ESQ C/ PIRINEOS 50 MTS BRAVO MURILLO;439527;4479057;SI;64;439417,615;4478849,55;-3.714530965;40.45819834
1581;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;FRANCOS RODRIGUEZ;CALLE;0;JTO COLG. LA PALOMA;ANTONIO MACHADO;FRANCOS RODRIGUEZ, CALLE Nº0 JTO COLG. LA PALOMA ANTONIO MACHADO;439163;4479237;SI;64;439053,619;4479029,554;-3.718841136;40.45979327
1582;;MARQUESINA MOD XXI 5-M REDUCIDA ;MONCLOA-ARAVACA;FRANCOS RODRIGUEZ;CALLE;0;FTE COLEG. LA PALOMA;BRAVO MURILLO;FRANCOS RODRIGUEZ, CALLE Nº0 FTE COLEG. LA PALOMA BRAVO MURILLO;439162;4479206;SI;64;439052,619;4478998,554;-3.718849958;40.45951394
1585;;MARQUESINA MOD XXI 4-M STD;MONCLOA-ARAVACA;ISLA DE OZA;CALLE;0;ESQ C/ ISLA DE NELSON;S.MARTIN PORRES;ISLA DE OZA, CALLE Nº0 ESQ C/ ISLA DE NELSON S.MARTIN PORRES;438840;4479741;SI;64;438730,623;4479533,56;-3.722699171;40.46430977
1589;;MARQUESINA MOD XXI 5-M STD;MONCLOA-ARAVACA;DR. J.J. LOPEZ IBOR;CALLE;0;FTE Nº 15;DR. RAMON CASTRO;DR. J.J. LOPEZ IBOR, CALLE Nº0 FTE Nº 15  DR. RAMON CASTRO;438577;4480331;SI;64;438467,628;4480123,565;-3.725858319;40.46960529
1597;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;CERRO MINGUETE;CALLE;0;FTE Nº 14;VENTISQUERO CONDESA;CERRO MINGUETE, CALLE Nº0 FTE Nº 14 VENTISQUERO CONDESA;439352;4482234;SI;64;439242,632;4482026,564;-3.716898655;40.48680514
1604;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;ARZOBISPO MORCILLO;CALLE;0;JTO FAC. DE MEDICINA;AV ILUSTRACION;ARZOBISPO MORCILLO, CALLE Nº0 JTO FAC. DE MEDICINA  AV ILUSTRACION;441515,25;4481576,5;SI;67, 132;441405,866;4481369,038;-3.691314275;40.48103738
1607;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;JULIO PALACIOS;CALLE;0;JTO SUPERMERCADO ALFARO;ARZOBISPO MORCI;JULIO PALACIOS, CALLE Nº0 JTO SUPERMERCADO ALFARO ARZOBISPO MORCI;441290;4481766;SI;67, N24;441180,618;4481558,541;-3.693989276;40.48272857
1609;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;PEDRO RICO;CALLE;0;ESQ C/ JULIO PALACIOS;JULIO PALACIOS;PEDRO RICO, CALLE Nº0 ESQ C/ JULIO PALACIOS JULIO PALACIOS;441281,3125;4482014,5;SI;67;441171,932;4481807,042;-3.694114791;40.48496654
1611;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;PEDRO RICO;CALLE;0;DESP. C/ ARZOBISPO MORCILLO;JULIO PALACIO;PEDRO RICO, CALLE Nº0 DESP. C/ ARZOBISPO MORCILLO  JULIO PALACIO;440932;4481911;SI;67;440822,621;4481703,545;-3.698226497;40.48400939
1612;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;FERMIN CABALLERO;CALLE;36;;C/ ISLA TABARCA;FERMIN CABALLERO, CALLE Nº36 C/ ISLA TABARCA;440450;4482060;SI;67, 124, 133, N23;440340,625;4481852,551;-3.703927268;40.48531719
1615;;MARQUESINA MOD XXI 4-M REDUCIDA;FUENCARRAL-EL PARDO;FERMIN CABALLERO;CALLE;62;-;ISLA TABARCA;FERMIN CABALLERO, CALLE Nº62 - ISLA TABARCA;439995,125;4481802;SI;67, 124, 127, 133;439885,751;4481594,555;-3.709269688;40.48296028
1618;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL-EL PARDO;FERMIN CABALLERO;CALLE;67;FTE  Nº 68;GINZO DE LIMIA;FERMIN CABALLERO, CALLE Nº67 FTE  Nº 68 GINZO DE LIMIA;439784,7188;4481731,5;SI;67, 127, 133;439675,346;4481524,058;-3.711745381;40.48230995
